Domain,Area,Item,Year,Value
Crops and livestock products,Ethiopia,Barley,2022,2400000
Crops and livestock products,Ethiopia,Beans dry,2022,619096.42
Crops and livestock products,Ethiopia,Beeswax,2022,5807.85
Crops and livestock products,Ethiopia,Broad beans and horse beans dry,2022,1128102.08
Crops and livestock products,Ethiopia,Broad beans and horse beans green,2022,11503.35
Crops and livestock products,Ethiopia,Cabbages,2022,482496.22
Crops and livestock products,Ethiopia,Carrots and turnips,2022,26457.22
Crops and livestock products,Ethiopia,Castor oil seeds,2022,11000
Crops and livestock products,Ethiopia,Cattle fat unrendered,2022,17176.43
Crops and livestock products,Ethiopia,Cereals n.e.c.,2022,6404649.51
Crops and livestock products,Ethiopia,Chick peas dry,2022,492690.6
Crops and livestock products,Ethiopia,Chillies and peppers dry (Capsicum spp. Pimenta spp.) raw,2022,329378.04
Crops and livestock products,Ethiopia,Chillies and peppers green (Capsicum spp. and Pimenta spp.),2022,59558.21
Crops and livestock products,Ethiopia,Coffee green,2022,496200
Crops and livestock products,Ethiopia,Cucumbers and gherkins,2022,1675.25
Crops and livestock products,Ethiopia,Edible offal of cattle fresh chilled or frozen,2022,83973.68
Crops and livestock products,Ethiopia,Edible offal of goat fresh chilled or frozen,2022,40050.84
Crops and livestock products,Ethiopia,Edible offal of pigs fresh chilled or frozen,2022,109.48
Crops and livestock products,Ethiopia,Edible offal of sheep fresh chilled or frozen,2022,25223.95
Crops and livestock products,Ethiopia,Edible offals of camels and other camelids fresh chilled or frozen,2022,8886.45
Crops and livestock products,Ethiopia,Fat of camels,2022,1066.37
Crops and livestock products,Ethiopia,Fat of pigs,2022,162.74
Crops and livestock products,Ethiopia,Game meat fresh chilled or frozen,2022,94177.26
Crops and livestock products,Ethiopia,Ginger raw,2022,10406.3
Crops and livestock products,Ethiopia,Goat fat unrendered,2022,5506.99
Crops and livestock products,Ethiopia,Grapes,2022,4844.36
Crops and livestock products,Ethiopia,Green garlic,2022,218806.97
Crops and livestock products,Ethiopia,Groundnuts excluding shelled,2022,145000
Crops and livestock products,Ethiopia,Hen eggs in shell fresh,2022,51600.14
Crops and livestock products,Ethiopia,Hen eggs in shell fresh,2022,1146670
Crops and livestock products,Ethiopia,Hop cones,2022,48347.22
Crops and livestock products,Ethiopia,Kenaf and other textile bast fibres raw or retted,2022,541.62
Crops and livestock products,Ethiopia,Leeks and other alliaceous vegetables,2022,3394.95
Crops and livestock products,Ethiopia,Lemons and limes,2022,2992.42
Crops and livestock products,Ethiopia,Lentils dry,2022,134783.49
Crops and livestock products,Ethiopia,Lettuce and chicory,2022,132.49
Crops and livestock products,Ethiopia,Linseed,2022,84000
Crops and livestock products,Ethiopia,Maize (corn),2022,10200000
Crops and livestock products,Ethiopia,Mangoes guavas and mangosteens,2022,152731.2
Crops and livestock products,Ethiopia,Maté leaves,2022,0
Crops and livestock products,Ethiopia,Meat of camels fresh or chilled,2022,35545.81
Crops and livestock products,Ethiopia,Meat of cattle with the bone fresh or chilled,2022,419868.38
Crops and livestock products,Ethiopia,Meat of chickens fresh or chilled,2022,49355.76
Crops and livestock products,Ethiopia,Meat of goat fresh or chilled,2022,137674.75
Crops and livestock products,Ethiopia,Meat of pig with the bone fresh or chilled,2022,2278.34
Crops and livestock products,Ethiopia,Meat of sheep fresh or chilled,2022,105099.81
Crops and livestock products,Ethiopia,Melonseed,2022,0
Crops and livestock products,Ethiopia,Millet,2022,1150000
Crops and livestock products,Ethiopia,Mustard seed,2022,2715.88
Crops and livestock products,Ethiopia,Natural honey,2022,17506.87
Crops and livestock products,Ethiopia,Nutmeg mace cardamoms raw,2022,161.12
Crops and livestock products,Ethiopia,Oats,2022,53765.99
Crops and livestock products,Ethiopia,Onions and shallots dry (excluding dehydrated),2022,268737.43
Crops and livestock products,Ethiopia,Onions and shallots green,2022,38209.64
Crops and livestock products,Ethiopia,Oranges,2022,25165.98
Crops and livestock products,Ethiopia,Other beans green,2022,6898.28
Crops and livestock products,Ethiopia,Other citrus fruit n.e.c.,2022,3164.06
Crops and livestock products,Ethiopia,Other fibre crops raw n.e.c.,2022,21605.11
Crops and livestock products,Ethiopia,Other fruits n.e.c.,2022,122858.7
Crops and livestock products,Ethiopia,Other meat n.e.c. (excluding mammals) fresh chilled or frozen,2022,0
Crops and livestock products,Ethiopia,Other nuts (excluding wild edible nuts and groundnuts) in shell n.e.c.,2022,62053.03
Crops and livestock products,Ethiopia,Other oil seeds n.e.c.,2022,276869.66
Crops and livestock products,Ethiopia,Other pulses n.e.c.,2022,153695.57
Crops and livestock products,Ethiopia,Other stimulant spice and aromatic crops n.e.c.,2022,302515.7
Crops and livestock products,Ethiopia,Other tropical fruits n.e.c.,2022,47294.72
Crops and livestock products,Ethiopia,Other vegetables fresh n.e.c.,2022,510759.22
Crops and livestock products,Ethiopia,Papayas,2022,60938.29
Crops and livestock products,Ethiopia,Peaches and nectarines,2022,160.2
Crops and livestock products,Ethiopia,Peas dry,2022,400888.36
Crops and livestock products,Ethiopia,Peas green,2022,3249.38
Crops and livestock products,Ethiopia,Pepper (Piper spp.) raw,2022,4432.18
Crops and livestock products,Ethiopia,Pineapples,2022,967.92
Crops and livestock products,Ethiopia,Potatoes,2022,1294303.98
Crops and livestock products,Ethiopia,Rape or colza seed,2022,29000
Crops and livestock products,Ethiopia,Raw hides and skins of cattle,2022,61071.76
Crops and livestock products,Ethiopia,Raw hides and skins of goats or kids,2022,32541.31
Crops and livestock products,Ethiopia,Raw hides and skins of sheep or lambs,2022,25223.95
Crops and livestock products,Ethiopia,Raw milk of camel,2022,220446
Crops and livestock products,Ethiopia,Raw milk of cattle,2022,4151456.33
Crops and livestock products,Ethiopia,Raw milk of goats,2022,57811.01
Crops and livestock products,Ethiopia,Raw milk of sheep,2022,54679.91
Crops and livestock products,Ethiopia,Rice,2022,208000
Crops and livestock products,Ethiopia,Safflower seed,2022,9547.06
Crops and livestock products,Ethiopia,Seed cotton unginned,2022,172000
Crops and livestock products,Ethiopia,Sesame seed,2022,180000
Crops and livestock products,Ethiopia,Sheep fat unrendered,2022,2942.79
Crops and livestock products,Ethiopia,Shorn wool greasy including fleece-washed shorn wool,2022,7307.25
Crops and livestock products,Ethiopia,Sisal raw,2022,671.57
Crops and livestock products,Ethiopia,Sorghum,2022,4200000
Crops and livestock products,Ethiopia,Soya beans,2022,190000
Crops and livestock products,Ethiopia,Sugar cane,2022,392967.79
Crops and livestock products,Ethiopia,Sunflower seed,2022,3830.53
Crops and livestock products,Ethiopia,Sweet potatoes,2022,1000575.96
Crops and livestock products,Ethiopia,Tangerines mandarins clementines,2022,9182.25
Crops and livestock products,Ethiopia,Taro,2022,1690618.8
Crops and livestock products,Ethiopia,Tea leaves,2022,10406
Crops and livestock products,Ethiopia,Tomatoes,2022,35344.53
Crops and livestock products,Ethiopia,Unmanufactured tobacco,2022,2218.83
Crops and livestock products,Ethiopia,Vetches,2022,303496.71
Crops and livestock products,Ethiopia,Wheat,2022,7000000
Crops and livestock products,Ethiopia,Yams,2022,33484.13
Crops and livestock products,Ethiopia,Beef and Buffalo Meat primary,2022,419868.38
Crops and livestock products,Ethiopia,Cereals primary,2022,31616415.5
Crops and livestock products,Ethiopia,Citrus Fruit Total,2022,40504.7
Crops and livestock products,Ethiopia,Eggs Primary,2022,51600.14
Crops and livestock products,Ethiopia,Fibre Crops Fibre Equivalent,2022,83018.29
Crops and livestock products,Ethiopia,Fruit Primary,2022,1694189.46
Crops and livestock products,Ethiopia,Meat Poultry,2022,49355.76
Crops and livestock products,Ethiopia,Meat Total,2022,844000.11
Crops and livestock products,Ethiopia,Milk Total,2022,4484393.25
Crops and livestock products,Ethiopia,Oilcrops Cake Equivalent,2022,598096
Crops and livestock products,Ethiopia,Oilcrops Oil Equivalent,2022,306208.2
Crops and livestock products,Ethiopia,Pulses Total,2022,3232753.23
Crops and livestock products,Ethiopia,Roots and Tubers Total,2022,4018982.87
Crops and livestock products,Ethiopia,Sheep and Goat Meat,2022,242774.56
Crops and livestock products,Ethiopia,Sugar Crops Primary,2022,392967.79
Crops and livestock products,Ethiopia,Treenuts Total,2022,62053.03
Crops and livestock products,Ethiopia,Vegetables Primary,2022,1667223.14
Crops and livestock products,Faroe Islands,Cattle fat unrendered,2022,4.01
Crops and livestock products,Faroe Islands,Edible offal of cattle fresh chilled or frozen,2022,16.23
Crops and livestock products,Faroe Islands,Edible offal of sheep fresh chilled or frozen,2022,109.55
Crops and livestock products,Faroe Islands,Meat of cattle with the bone fresh or chilled,2022,103
Crops and livestock products,Faroe Islands,Meat of sheep fresh or chilled,2022,601.91
Crops and livestock products,Faroe Islands,Potatoes,2022,1539.44
Crops and livestock products,Faroe Islands,Raw hides and skins of cattle,2022,14.43
Crops and livestock products,Faroe Islands,Raw hides and skins of sheep or lambs,2022,118.17
Crops and livestock products,Faroe Islands,Raw milk of cattle,2022,7197
Crops and livestock products,Faroe Islands,Sheep fat unrendered,2022,29.54
Crops and livestock products,Faroe Islands,Beef and Buffalo Meat primary,2022,103
Crops and livestock products,Faroe Islands,Meat Total,2022,704.91
Crops and livestock products,Faroe Islands,Milk Total,2022,7197
Crops and livestock products,Faroe Islands,Roots and Tubers Total,2022,1539.44
Crops and livestock products,Faroe Islands,Sheep and Goat Meat,2022,601.91
Crops and livestock products,Fiji,Avocados,2022,263
Crops and livestock products,Fiji,Bananas,2022,10097.31
Crops and livestock products,Fiji,Cabbages,2022,6707
Crops and livestock products,Fiji,Cantaloupes and other melons,2022,49.82
Crops and livestock products,Fiji,Cassava fresh,2022,93837.01
Crops and livestock products,Fiji,Cattle fat unrendered,2022,177.89
Crops and livestock products,Fiji,Chillies and peppers green (Capsicum spp. and Pimenta spp.),2022,2226
Crops and livestock products,Fiji,Cocoa beans,2022,131.31
Crops and livestock products,Fiji,Coconuts in shell,2022,18675.52
Crops and livestock products,Fiji,Coffee green,2022,14.38
Crops and livestock products,Fiji,Cucumbers and gherkins,2022,1289.47
Crops and livestock products,Fiji,Edible offal of cattle fresh chilled or frozen,2022,526.25
Crops and livestock products,Fiji,Edible offal of goat fresh chilled or frozen,2022,21.56
Crops and livestock products,Fiji,Edible offal of pigs fresh chilled or frozen,2022,366.34
Crops and livestock products,Fiji,Edible offal of sheep fresh chilled or frozen,2022,35.26
Crops and livestock products,Fiji,Edible roots and tubers with high starch or inulin content n.e.c. fresh,2022,4006.98
Crops and livestock products,Fiji,Eggplants (aubergines),2022,7128.34
Crops and livestock products,Fiji,Fat of pigs,2022,276.36
Crops and livestock products,Fiji,Ginger raw,2022,14290.13
Crops and livestock products,Fiji,Goat fat unrendered,2022,7.34
Crops and livestock products,Fiji,Groundnuts excluding shelled,2022,350.14
Crops and livestock products,Fiji,Hen eggs in shell fresh,2022,9168.03
Crops and livestock products,Fiji,Hen eggs in shell fresh,2022,183361
Crops and livestock products,Fiji,Maize (corn),2022,1685.19
Crops and livestock products,Fiji,Mangoes guavas and mangosteens,2022,615
Crops and livestock products,Fiji,Meat of cattle with the bone fresh or chilled,2022,3706
Crops and livestock products,Fiji,Meat of chickens fresh or chilled,2022,45158
Crops and livestock products,Fiji,Meat of ducks fresh or chilled,2022,413.62
Crops and livestock products,Fiji,Meat of goat fresh or chilled,2022,211
Crops and livestock products,Fiji,Meat of pig with the bone fresh or chilled,2022,4113.34
Crops and livestock products,Fiji,Meat of sheep fresh or chilled,2022,210
Crops and livestock products,Fiji,Meat of turkeys fresh or chilled,2022,104.79
Crops and livestock products,Fiji,Natural honey,2022,378
Crops and livestock products,Fiji,Okra,2022,5106
Crops and livestock products,Fiji,Onions and shallots dry (excluding dehydrated),2022,0
Crops and livestock products,Fiji,Oranges,2022,2328
Crops and livestock products,Fiji,Other fruits n.e.c.,2022,5542.31
Crops and livestock products,Fiji,Other pulses n.e.c.,2022,1895.11
Crops and livestock products,Fiji,Other tropical fruits n.e.c.,2022,673
Crops and livestock products,Fiji,Other vegetables fresh n.e.c.,2022,39360.38
Crops and livestock products,Fiji,Papayas,2022,5209.89
Crops and livestock products,Fiji,Pepper (Piper spp.) raw,2022,114.69
Crops and livestock products,Fiji,Pineapples,2022,7392.5
Crops and livestock products,Fiji,Plantains and cooking bananas,2022,10132.51
Crops and livestock products,Fiji,Potatoes,2022,0
Crops and livestock products,Fiji,Pumpkins squash and gourds,2022,1976.24
Crops and livestock products,Fiji,Raw hides and skins of cattle,2022,548.49
Crops and livestock products,Fiji,Raw hides and skins of goats or kids,2022,36.24
Crops and livestock products,Fiji,Raw hides and skins of sheep or lambs,2022,38.04
Crops and livestock products,Fiji,Raw milk of cattle,2022,12766.88
Crops and livestock products,Fiji,Rice,2022,12990.97
Crops and livestock products,Fiji,Sheep fat unrendered,2022,9.51
Crops and livestock products,Fiji,Sorghum,2022,24.06
Crops and livestock products,Fiji,Sugar cane,2022,1639000
Crops and livestock products,Fiji,Sweet potatoes,2022,10771.39
Crops and livestock products,Fiji,Taro,2022,65573.28
Crops and livestock products,Fiji,Tomatoes,2022,2366.86
Crops and livestock products,Fiji,Unmanufactured tobacco,2022,460.21
Crops and livestock products,Fiji,Vanilla raw,2022,0
Crops and livestock products,Fiji,Watermelons,2022,6220.78
Crops and livestock products,Fiji,Yams,2022,4832.36
Crops and livestock products,Fiji,Beef and Buffalo Meat primary,2022,3706
Crops and livestock products,Fiji,Cereals primary,2022,14700.23
